ID,Tip_X,Tip_Y,Tip_Z,Distance_to_Fiber,Activated
integrin1,0.0,0.0,0.1,0.08102787940813533,True
integrin2,-0.2802971790915417,0.25677517674674893,0.1,0.4520764711398855,False
integrin3,0.04699895072271126,-0.5355288028023928,0.1,0.3138916849633258,False
integrin4,0.4006005079235271,0.5225124238249385,0.1,0.10971764128164437,True
integrin5,-0.7486413391340309,-0.13242411162475276,0.1,0.5578665125195673,False
