Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
5,0.2621,0.8816,5.2675,0,1.1048,5.3456,0,0.2365,0.2433,255,255
5,0.2610,0.8258,5.0443,0,1.0156,4.9550,0,0.2097,0.2235,255,255
5,0.2544,0.6138,5.8813,0,0.7924,5.7139,0,0.2448,0.2212,255,255
5,0.2517,0.8816,5.2675,0,1.0044,5.0666,0,0.2354,0.2298,255,255
5,0.2471,0.4129,6.0487,0,0.5245,5.8478,0,0.2298,0.2285,255,255
5,0.2444,0.4241,5.1782,0,0.5803,5.0443,0,0.2058,0.2188,255,255
5,0.2406,0.2344,5.0778,0,0.4241,5.1782,0,0.2147,0.2243,255,255
5,0.2340,0.5803,5.0443,0,0.7142,5.2229,0,0.2232,0.2110,255,255
5,0.2294,0.7031,5.4572,0,0.7142,5.6135,0,0.1566,0.1644,255,255
5,0.1924,0.6473,5.0332,0,0.8258,5.0443,0,0.1789,0.1609,255,255
5,0.1821,0.6138,5.3122,0,0.7031,5.4572,0,0.1704,0.1723,255,255
5,0.1755,1.1048,5.3456,0,1.2053,5.2117,0,0.1674,0.1405,255,255
5,0.1755,1.1048,5.3456,0,1.1160,5.4907,0,0.1455,0.1301,255,255
5,0.1701,0.8370,5.2340,0,0.8482,5.0778,0,0.1566,0.1351,255,255
5,0.1701,0.8482,5.0778,0,1.0044,5.0666,0,0.1566,0.1470,255,255
5,0.1617,0.4799,5.3791,0,0.6138,5.3122,0,0.1497,0.1519,255,255
5,0.1570,0.6138,5.3122,0,0.7477,5.2564,0,0.1451,0.1291,255,255
5,0.1524,0.5022,5.6581,0,0.5245,5.7920,0,0.1358,0.1259,255,255
5,0.1459,0.4241,5.2564,0,0.4799,5.3791,0,0.1348,0.1179,255,255
5,0.1440,1.1160,5.4907,0,1.1941,5.6023,0,0.1362,0.1025,255,255
5,0.1420,0.7366,5.1336,0,0.8370,5.2340,0,0.1420,0.1263,255,255
5,0.1374,0.6473,5.0332,0,0.7366,5.1336,0,0.1344,0.1075,255,255
5,0.1374,1.1160,5.1113,0,1.2053,5.2117,0,0.1344,0.0969,255,255
5,0.1366,1.0156,4.8658,0,1.0156,4.9550,0,0.0893,0.1207,255,255
5,0.1347,1.0044,5.0666,0,1.0156,4.9550,0,0.1122,0.1019,255,255
5,0.1346,0.7477,5.2564,0,0.8370,5.2340,0,0.0920,0.1145,255,255
5,0.1328,0.7142,5.6135,0,0.7924,5.7139,0,0.1272,0.1062,255,255
5,0.1301,1.0044,5.0666,0,1.1160,5.1113,0,0.1202,0.0975,255,255
5,0.1170,1.0156,4.9550,0,1.1048,5.0220,0,0.1116,0.0510,255,255
5,0.1124,0.5245,5.8478,0,0.6138,5.8813,0,0.0954,0.0847,255,255
5,0.1031,1.1160,4.9327,0,1.1048,5.0220,0,0.0900,0.0931,255,255
5,0.1031,1.1048,5.0220,0,1.1160,5.1113,0,0.0900,0.0683,255,255
5,0.0985,0.7142,5.2229,0,0.7366,5.1336,0,0.0920,0.0670,255,255
5,0.0781,0.4241,5.1782,0,0.4241,5.2564,0,0.0781,0.0558,255,255
5,0.0716,0.5803,5.0443,0,0.6473,5.0332,0,0.0679,0.0558,255,255
5,0.0650,0.5245,5.7920,0,0.5245,5.8478,0,0.0558,0.0335,255,255
5,0.0585,1.2388,5.6358,0,1.1941,5.6023,0,0.0558,0.0613,255,255
5,0.0585,0.8370,5.2340,0,0.8816,5.2675,0,0.0558,0.0158,255,255
5,0.0473,0.7142,5.2229,0,0.7477,5.2564,0,0.0473,0.0158,255,255
5,0.0427,0.8258,5.0443,0,0.8482,5.0778,0,0.0402,0.0236,255,255
5,0.0335,0.8258,5.7139,0,0.7924,5.7139,0,0.0335,0.0335,255,255
7,0.2063,0.2678,1.3950,0,0.4464,1.4396,0,0.1841,0.1868,255,255
8,0.0427,0.2902,2.8123,0,0.3125,2.7788,0,0.0402,0.0370,255,255
9,0.0112,0.2902,6.7741,0,0.3013,6.7741,0,0.0112,0.0112,255,255
10,0.0112,0.2902,8.1468,0,0.3013,8.1468,0,0.0112,0.0112,255,255
11,0.4977,0.3571,9.8431,0,0.7031,10.1779,0,0.4814,0.4845,255,255
11,0.2648,0.5580,10.3565,0,0.7031,10.1779,0,0.2301,0.2357,255,255
11,0.0335,0.7366,10.1779,0,0.7031,10.1779,0,0.0335,0.0223,255,255
12,0.0158,0.4687,4.0622,0,0.4799,4.0734,0,0.0158,0.0158,255,255
13,0.0716,0.5245,4.1404,0,0.5915,4.1292,0,0.0679,0.0677,255,255
14,0.5192,0.8035,4.5310,0,1.1495,4.4305,0,0.3602,0.4438,255,255
14,0.3968,0.8035,4.5310,0,1.1495,4.4305,0,0.3602,0.3469,255,255
14,0.3133,1.5289,4.4640,0,1.2388,4.4082,0,0.2955,0.2977,255,255
14,0.3122,0.5468,4.6649,0,0.8035,4.5310,0,0.2895,0.2932,255,255
14,0.2925,1.2388,4.4082,0,1.4396,4.2408,0,0.2615,0.2551,255,255
14,0.0985,1.1495,4.4305,0,1.2388,4.4082,0,0.0920,0.0794,255,255
14,0.0446,1.4396,4.2854,0,1.4396,4.2408,0,0.0446,0.0446,255,255
14,0.0446,1.4843,4.2408,0,1.4396,4.2408,0,0.0446,0.0446,255,255
15,0.0223,0.6584,4.0957,0,0.6808,4.0957,0,0.0223,0.0223,255,255
16,0.2629,0.6696,8.0687,0,0.7924,8.2807,0,0.2450,0.2530,255,255
17,0.0112,0.7366,8.9057,0,0.7477,8.9057,0,0.0112,0.0112,255,255
18,0.3625,0.7700,1.5401,0,1.1048,1.5847,0,0.3378,0.3431,255,255
19,0.1478,0.7700,13.6264,0,0.7812,13.4924,0,0.1344,0.1363,255,255
21,0.0112,0.8816,5.5465,0,0.8928,5.5465,0,0.0112,0.0112,255,255
22,2.1237,0.9151,0.8928,0,1.6182,0.2232,0,0.9709,2.0204,255,255
23,0.0112,0.9598,3.9506,0,0.9598,3.9618,0,0.0112,0.0112,255,255
24,1.9743,1.0156,1.1272,0,2.8123,1.1830,0,1.7976,1.8809,255,255
24,1.2690,3.7721,0.2344,0,2.7788,0.8370,0,1.1618,1.2125,255,255
24,0.4988,3.2141,1.2388,0,2.8123,1.1830,0,0.4056,0.4801,255,255
24,0.3691,2.7788,0.8370,0,2.8123,1.1830,0,0.3476,0.3277,255,255
24,0.0762,2.7119,0.8147,0,2.7788,0.8370,0,0.0706,0.0690,255,255
25,0.3083,1.0602,13.6375,0,1.2946,13.8161,0,0.2946,0.2970,255,255
26,0.9275,1.6182,13.2246,0,1.2053,12.9010,0,0.5246,0.8614,255,255
26,0.4292,1.2053,12.5550,0,1.2053,12.9010,0,0.3460,0.3546,255,255
26,0.3429,1.3169,13.3697,0,1.1606,13.1242,0,0.2910,0.3011,255,255
26,0.2825,1.4508,12.6220,0,1.2053,12.5550,0,0.2545,0.2652,255,255
26,0.2417,1.1606,13.1242,0,1.2053,12.9010,0,0.2276,0.2086,255,255
26,0.1012,1.0825,13.1800,0,1.1606,13.1242,0,0.0960,0.0895,255,255
26,0.0493,1.1606,12.5438,0,1.2053,12.5550,0,0.0460,0.0450,255,255
27,0.4626,1.1383,15.3450,0,1.3504,14.9767,0,0.4250,0.4436,255,255
28,1.3752,1.1606,7.3210,0,1.6628,8.4816,0,1.2646,1.3025,255,255
29,0.0697,1.2388,6.0934,0,1.2834,6.0487,0,0.0631,0.0615,255,255
30,0.2898,1.2722,12.1421,0,1.5066,12.0082,0,0.2699,0.2756,255,255
31,0.1236,1.2834,6.8299,0,1.3838,6.7741,0,0.1149,0.1110,255,255
32,0.1821,1.2946,5.9036,0,1.4173,5.7920,0,0.1659,0.1754,255,255
33,0.0112,1.3169,5.5465,0,1.3169,5.5577,0,0.0112,0.0112,255,255
35,1.4018,1.0714,3.5377,0,1.3727,3.2699,0,0.4032,1.3494,255,255
35,0.4180,1.4508,3.3480,0,1.1495,3.5377,0,0.3561,0.3915,255,255
35,0.4123,1.0714,3.5377,0,1.3727,3.2699,0,0.4032,0.3745,255,255
35,0.3695,1.1495,3.5377,0,1.3727,3.2699,0,0.3486,0.3257,255,255
35,0.0966,1.0714,3.5377,0,1.1495,3.5377,0,0.0781,0.0606,255,255
36,0.0112,1.4731,6.2719,0,1.4731,6.2831,0,0.0112,0.0112,255,255
37,1.7543,2.0311,6.8746,0,3.2029,6.4393,0,1.2500,1.6401,255,255
37,1.1242,2.0423,6.5844,0,2.7454,5.8144,0,1.0427,1.0168,255,255
37,0.5135,1.6628,6.3947,0,2.0423,6.5844,0,0.4242,0.4766,255,255
37,0.5054,1.8191,6.9750,0,1.8191,6.9750,0,0.0000,0.4528,255,255
37,0.4746,1.6628,6.3947,0,2.0311,6.6514,0,0.4489,0.4279,255,255
37,0.4403,3.2141,6.2496,0,3.2364,6.0487,0,0.2021,0.3912,255,255
37,0.4376,2.7454,5.8144,0,2.8458,5.6246,0,0.2147,0.3928,255,255
37,0.3429,2.0646,6.0376,0,1.9642,6.3166,0,0.2965,0.3279,255,255
37,0.2629,1.8191,6.9750,0,2.0311,6.8746,0,0.2346,0.2258,255,255
37,0.2536,2.7454,5.8144,0,2.8458,5.6246,0,0.2147,0.2111,255,255
37,0.2379,3.2364,6.0487,0,3.3257,5.8478,0,0.2198,0.1939,255,255
37,0.2324,2.0311,6.6514,0,2.0311,6.8746,0,0.2232,0.1897,255,255
37,0.2286,3.2141,6.2496,0,3.2364,6.0487,0,0.2021,0.2124,255,255
37,0.2182,1.8302,6.2608,0,1.9530,6.4282,0,0.2076,0.1842,255,255
37,0.2117,1.9530,6.4282,0,2.0423,6.5844,0,0.1799,0.1789,255,255
37,0.2036,3.2029,6.4393,0,3.2141,6.2496,0,0.1900,0.1805,255,255
37,0.1859,3.0132,5.6470,0,2.8458,5.6246,0,0.1689,0.1811,255,255
37,0.1755,1.8302,6.2608,0,1.9642,6.3166,0,0.1451,0.1193,255,255
37,0.1597,1.7186,6.1715,0,1.6294,6.2942,0,0.1518,0.1524,255,255
37,0.1543,1.5624,6.0822,0,1.5289,6.2161,0,0.1380,0.1524,255,255
37,0.1505,1.9530,6.4282,0,1.9642,6.3166,0,0.1122,0.1040,255,255
37,0.1393,1.5289,6.2161,0,1.6294,6.2942,0,0.1272,0.0847,255,255
37,0.1208,1.6294,6.2942,0,1.6628,6.3947,0,0.1059,0.0995,255,255
37,0.0874,2.0311,6.6514,0,2.0423,6.5844,0,0.0679,0.0604,255,255
37,0.0743,3.2810,5.7920,0,3.3257,5.8478,0,0.0715,0.0732,255,255
37,0.0539,1.7856,6.2384,0,1.8302,6.2608,0,0.0499,0.0466,255,255
37,0.0446,3.2476,6.4393,0,3.2029,6.4393,0,0.0446,0.0446,255,255
37,0.0381,3.3592,5.8590,0,3.3257,5.8478,0,0.0353,0.0236,255,255
37,0.0223,1.5066,6.2161,0,1.5289,6.2161,0,0.0223,0.0223,255,255
38,0.5735,1.6070,2.4440,0,1.9418,2.5445,0,0.3495,0.5186,255,255
38,0.4199,1.6070,2.4440,0,1.9418,2.5445,0,0.3495,0.3799,255,255
38,0.3810,2.2766,2.4329,0,1.9418,2.5445,0,0.3529,0.3599,255,255
38,0.0985,1.5178,2.4440,0,1.6070,2.4440,0,0.0893,0.0897,255,255
39,0.4572,1.5736,14.8874,0,1.6405,15.2669,0,0.3853,0.4435,255,255
40,0.0269,1.6070,5.9929,0,1.6294,5.9818,0,0.0250,0.0283,255,255
41,0.9596,1.6405,11.4836,0,2.2766,12.0751,0,0.8686,0.8957,255,255
41,0.8649,1.6070,12.4769,0,2.2766,12.0751,0,0.7809,0.8021,255,255
41,0.5892,2.8012,12.0751,0,2.2766,12.0751,0,0.5245,0.5173,255,255
42,0.4992,1.6070,14.0839,0,1.8749,14.2402,0,0.3101,0.4579,255,255
42,0.4776,2.9686,13.9835,0,2.5780,14.1174,0,0.4129,0.4473,255,255
42,0.3614,1.9084,14.2513,0,2.0869,14.2513,0,0.1786,0.3269,255,255
42,0.3094,2.3213,14.2067,0,2.5780,14.1174,0,0.2718,0.2610,255,255
42,0.2686,2.0869,14.2513,0,2.3213,14.2067,0,0.2386,0.2378,255,255
42,0.2536,1.8860,14.0281,0,1.8749,14.2402,0,0.2123,0.2149,255,255
42,0.2063,1.9084,14.2513,0,2.0869,14.2513,0,0.1786,0.1839,255,255
42,0.1420,2.4775,14.0170,0,2.5780,14.1174,0,0.1420,0.1420,255,255
42,0.1413,2.3659,14.0839,0,2.3213,14.2067,0,0.1306,0.1386,255,255
42,0.0381,1.8749,14.2402,0,1.9084,14.2513,0,0.0353,0.0223,255,255
43,0.6670,1.9307,5.4684,0,2.0088,5.3568,0,0.1362,0.6024,255,255
43,0.2136,1.7633,5.5800,0,1.9307,5.4684,0,0.2012,0.1841,255,255
43,0.1728,1.8637,5.3122,0,2.0088,5.3568,0,0.1518,0.1585,255,255
43,0.1440,1.9307,5.4684,0,2.0088,5.3568,0,0.1362,0.1080,255,255
43,0.0901,1.7075,5.5130,0,1.7633,5.5800,0,0.0872,0.0917,255,255
43,0.0697,1.7968,5.6358,0,1.7633,5.5800,0,0.0651,0.0589,255,255
45,0.0158,1.7410,4.0846,0,1.7521,4.0957,0,0.0158,0.0158,255,255
46,0.0112,1.7521,15.3450,0,1.7633,15.3450,0,0.0112,0.0112,255,255
47,1.7693,2.0200,3.2922,0,2.6338,4.4752,0,1.3327,1.6626,255,255
47,0.4488,2.2878,4.5644,0,2.6338,4.4752,0,0.3573,0.3871,255,255
47,0.4207,2.6784,4.4528,0,2.6784,4.4528,0,0.0000,0.3651,255,255
47,0.3976,1.8860,4.3412,0,2.1539,4.5533,0,0.3416,0.3607,255,255
47,0.3807,2.1539,4.5533,0,2.2878,4.5644,0,0.1344,0.3434,255,255
47,0.1728,2.1539,4.5533,0,2.2878,4.5644,0,0.1344,0.1440,255,255
47,0.1597,1.8860,4.3412,0,1.9084,4.2185,0,0.1248,0.1127,255,255
47,0.1459,1.7856,4.1627,0,1.9084,4.2185,0,0.1348,0.1321,255,255
47,0.0901,1.8860,4.3412,0,1.9530,4.2854,0,0.0872,0.0473,255,255
47,0.0855,1.9084,4.2185,0,1.9530,4.2854,0,0.0805,0.0541,255,255
47,0.0789,2.0088,4.2296,0,1.9530,4.2854,0,0.0789,0.0789,255,255
47,0.0539,2.6338,4.4752,0,2.6784,4.4528,0,0.0499,0.0236,255,255
48,1.4771,1.8191,14.7200,0,3.1806,14.5526,0,1.3718,1.4041,255,255
49,0.7120,1.8302,12.6220,0,2.4775,12.4657,0,0.6659,0.6818,255,255
50,1.2462,1.9865,13.6040,0,2.9239,13.1911,0,1.0244,1.1586,255,255
50,0.6466,2.9462,13.6598,0,3.4708,13.5148,0,0.5442,0.6006,255,255
50,0.5269,3.3815,13.1800,0,3.4708,13.5148,0,0.3465,0.4726,255,255
50,0.3326,1.8414,13.8607,0,1.9865,13.6040,0,0.2948,0.3104,255,255
50,0.3268,2.9239,13.1911,0,3.1583,13.4143,0,0.3236,0.2841,255,255
50,0.3040,2.2766,13.5929,0,1.9865,13.6040,0,0.2904,0.2813,255,255
50,0.2983,3.2141,13.4143,0,3.4708,13.5148,0,0.2756,0.2495,255,255
50,0.2583,3.2476,13.3250,0,3.3815,13.1800,0,0.1974,0.2223,255,255
50,0.2082,2.9686,13.4590,0,3.1583,13.4143,0,0.1949,0.1938,255,255
50,0.2006,3.2476,13.3250,0,3.3815,13.1800,0,0.1974,0.1848,255,255
50,0.1031,3.2141,13.4143,0,3.2476,13.3250,0,0.0954,0.0830,255,255
50,0.0920,3.0020,13.1576,0,2.9239,13.1911,0,0.0850,0.0848,255,255
50,0.0650,3.1583,13.4143,0,3.2141,13.4143,0,0.0558,0.0450,255,255
51,0.4961,1.8414,15.3227,0,2.2543,15.1888,0,0.4341,0.4820,255,255
52,0.2240,2.0088,13.1242,0,2.2097,13.0907,0,0.2037,0.2124,255,255
53,0.0920,2.0311,4.4082,0,2.0981,4.3636,0,0.0805,0.0841,255,255
54,1.9595,1.6182,11.0261,0,2.6896,10.0440,0,1.4534,1.8130,255,255
54,1.5190,2.4106,11.3162,0,3.8279,11.3162,0,1.4173,1.4471,255,255
54,1.3240,2.9462,9.4414,0,2.6896,10.0440,0,0.6550,1.2625,255,255
54,1.0284,3.1136,11.8966,0,2.4106,11.3162,0,0.9116,0.9642,255,255
54,0.9899,1.6182,11.0261,0,2.4106,11.3162,0,0.8438,0.9141,255,255
54,0.8636,3.4931,9.8989,0,2.6896,10.0440,0,0.8165,0.8154,255,255
54,0.7825,3.4038,10.8364,0,3.8279,11.3162,0,0.6404,0.7318,255,255
54,0.5119,2.0423,10.8140,0,1.6182,11.0261,0,0.4741,0.4825,255,255
54,0.0585,3.8725,11.3497,0,3.8279,11.3162,0,0.0558,0.0585,255,255
55,0.4684,2.3771,8.5039,0,2.4440,8.0910,0,0.4183,0.4413,255,255
55,0.4523,2.0758,8.8052,0,2.3771,8.5039,0,0.4261,0.4388,255,255
55,0.3133,2.4106,7.8008,0,2.4440,8.0910,0,0.2921,0.2979,255,255
55,0.2841,2.3994,8.4928,0,2.6003,8.2919,0,0.2841,0.2683,255,255
55,0.2656,2.4440,8.0910,0,2.6003,8.2919,0,0.2545,0.2287,255,255
55,0.2471,2.5556,8.4928,0,2.6003,8.2919,0,0.2058,0.1885,255,255
55,0.1840,2.3994,8.4928,0,2.5556,8.4928,0,0.1562,0.1609,255,255
55,0.0939,2.6449,8.5039,0,2.5556,8.4928,0,0.0900,0.0895,255,255
55,0.0269,2.3771,8.5039,0,2.3994,8.4928,0,0.0250,0.0158,255,255
57,0.2278,2.0981,10.5685,0,2.3213,10.5797,0,0.2235,0.2243,255,255
60,0.3764,2.2432,0.8370,0,2.3101,0.5134,0,0.3305,0.3609,255,255
61,0.4518,2.3213,10.8475,0,2.7454,10.8922,0,0.4264,0.4316,255,255
62,0.0874,2.3994,1.9976,0,2.4775,2.0200,0,0.0812,0.0873,255,255
63,1.1128,2.4775,12.9233,0,3.2699,12.2760,0,1.0231,1.0432,255,255
64,0.3075,2.8570,3.0802,0,2.7342,2.8235,0,0.2845,0.2909,255,255
64,0.1971,2.5556,2.7788,0,2.7342,2.8235,0,0.1841,0.1841,255,255
64,0.1413,2.7900,2.7119,0,2.7342,2.8235,0,0.1248,0.1286,255,255
65,1.1208,2.5891,9.2516,0,3.5712,9.1400,0,0.9884,1.0552,255,255
66,0.0604,2.6672,12.4099,0,2.7230,12.3988,0,0.0569,0.0583,255,255
67,0.0112,2.7230,5.4349,0,2.7342,5.4349,0,0.0112,0.0112,255,255
68,0.1747,2.7454,13.6598,0,2.9016,13.6598,0,0.1562,0.1596,255,255
69,0.0427,2.8235,12.3653,0,2.8570,12.3430,0,0.0402,0.0417,255,255
70,1.0831,2.8458,12.9791,0,3.6382,12.3876,0,0.9888,1.0252,255,255
71,0.7558,4.0622,2.3101,0,3.3480,2.3436,0,0.7150,0.7263,255,255
71,0.4673,3.0244,2.0758,0,3.3480,2.3436,0,0.4201,0.4346,255,255
71,0.2871,3.2699,2.5891,0,3.3480,2.3436,0,0.2576,0.2586,255,255
72,0.2490,2.9686,4.9662,0,2.9686,4.9662,0,0.0000,0.1900,255,255
72,0.1886,2.9686,4.9662,0,3.0802,4.8434,0,0.1659,0.1562,255,255
72,0.0920,3.1136,4.7653,0,3.0802,4.8434,0,0.0850,0.0826,255,255
72,0.0631,3.1248,4.8881,0,3.0802,4.8434,0,0.0631,0.0473,255,255
73,0.0112,3.1360,5.0443,0,3.1471,5.0443,0,0.0112,0.0112,255,255
74,1.5268,4.0511,6.6290,0,4.8546,7.0308,0,0.8984,1.3907,255,255
74,1.3135,3.3368,8.6825,0,4.3636,8.4370,0,1.0557,1.2527,255,255
74,1.0477,3.2587,7.1982,0,4.0511,6.6290,0,0.9756,1.0087,255,255
74,1.0411,3.3592,7.8566,0,4.3078,7.7674,0,0.9528,0.9828,255,255
74,1.0329,3.3815,8.3142,0,4.3636,8.4370,0,0.9897,0.9885,255,255
74,0.7574,4.3078,7.7674,0,4.3636,8.4370,0,0.6719,0.7049,255,255
74,0.5546,4.5421,7.4437,0,4.8546,7.0643,0,0.4915,0.4810,255,255
74,0.5446,3.8614,8.0798,0,3.3815,8.1245,0,0.4820,0.5155,255,255
74,0.5089,4.3859,7.5776,0,4.5421,7.4437,0,0.2058,0.4700,255,255
74,0.3584,3.7944,6.3835,0,4.0511,6.6290,0,0.3552,0.3555,255,255
74,0.2771,3.3592,7.8566,0,3.3815,8.1245,0,0.2688,0.2468,255,255
74,0.2509,3.1360,7.8120,0,3.3592,7.8566,0,0.2276,0.2272,255,255
74,0.2379,4.3859,7.5776,0,4.5421,7.4437,0,0.2058,0.2137,255,255
74,0.2221,4.3078,7.7674,0,4.3859,7.5776,0,0.2052,0.1892,255,255
74,0.1897,3.3815,8.1245,0,3.3815,8.3142,0,0.1897,0.1562,255,255
74,0.1709,4.7430,6.9192,0,4.8546,7.0308,0,0.1578,0.1538,255,255
74,0.1709,4.9885,7.1536,0,4.8546,7.0643,0,0.1610,0.1633,255,255
74,0.1636,3.2364,8.3142,0,3.3815,8.3142,0,0.1451,0.1489,255,255
74,0.0335,4.8546,7.0308,0,4.8546,7.0643,0,0.0335,0.0112,255,255
75,0.0316,3.2029,4.8658,0,3.2252,4.8881,0,0.0316,0.0316,255,255
76,0.0893,3.2252,13.0795,0,3.3145,13.0795,0,0.0893,0.0893,255,255
78,2.3297,3.2810,10.3342,0,5.2787,9.6757,0,2.1034,2.1925,255,255
79,0.0743,3.3592,1.3504,0,3.4038,1.2946,0,0.0715,0.0756,255,255
80,0.5146,3.5935,3.5266,0,3.7051,3.9172,0,0.4062,0.4675,255,255
80,0.5092,4.1850,4.5644,0,3.7609,4.6872,0,0.4415,0.4816,255,255
80,0.5019,3.4150,4.0288,0,3.4708,4.4640,0,0.4388,0.4433,255,255
80,0.4811,3.5935,3.5266,0,3.8948,3.4931,0,0.3032,0.4380,255,255
80,0.4442,3.9618,3.7832,0,3.8948,3.4931,0,0.2978,0.4062,255,255
80,0.3895,3.7051,3.9172,0,3.7274,3.5935,0,0.3244,0.3364,255,255
80,0.3891,3.4708,4.4640,0,3.7609,4.6872,0,0.3661,0.3546,255,255
80,0.3810,3.4150,4.0288,0,3.7051,3.9172,0,0.3109,0.3465,255,255
80,0.2686,3.7498,4.4417,0,3.7609,4.6872,0,0.2458,0.2558,255,255
80,0.2090,3.7274,3.5935,0,3.8948,3.4931,0,0.1952,0.1636,255,255
80,0.1747,3.3703,3.8725,0,3.4150,4.0288,0,0.1625,0.1613,255,255
80,0.1617,3.5935,3.5266,0,3.7274,3.5935,0,0.1497,0.1507,255,255
80,0.1059,3.4038,4.5421,0,3.4708,4.4640,0,0.1029,0.1059,255,255
81,1.4793,3.3703,10.4681,0,4.7988,10.3676,0,1.4320,1.4389,255,255
82,0.0112,3.3815,4.7542,0,3.3815,4.7653,0,0.0112,0.0112,255,255
83,0.5843,4.2408,0.9263,0,4.7095,1.0490,0,0.4845,0.5178,255,255
83,0.5100,4.1069,1.0156,0,4.1292,1.4173,0,0.4024,0.4843,255,255
83,0.4992,3.6940,1.4620,0,4.1404,1.4620,0,0.4464,0.4388,255,255
83,0.4349,4.0622,1.0379,0,4.1292,1.4173,0,0.3853,0.4078,255,255
83,0.4172,4.5868,0.5692,0,4.7318,0.9263,0,0.3855,0.3856,255,255
83,0.4164,3.4261,1.6628,0,3.6940,1.4620,0,0.3348,0.3898,255,255
83,0.4142,4.4082,1.7521,0,4.1404,1.4620,0,0.3949,0.4024,255,255
83,0.3383,3.7609,1.0379,0,4.0622,1.0379,0,0.3013,0.3069,255,255
83,0.2498,3.6047,1.2834,0,3.6940,1.4620,0,0.1996,0.2309,255,255
83,0.1932,4.8323,1.1718,0,4.7095,1.0490,0,0.1736,0.1765,255,255
83,0.1709,4.1069,1.0156,0,4.2408,0.9263,0,0.1610,0.1509,255,255
83,0.1366,4.2743,0.8035,0,4.2408,0.9263,0,0.1272,0.1303,255,255
83,0.1320,4.7095,1.0490,0,4.7318,0.9263,0,0.1248,0.1189,255,255
83,0.0985,4.8211,0.9040,0,4.7318,0.9263,0,0.0920,0.0906,255,255
83,0.0539,4.0622,1.0379,0,4.1069,1.0156,0,0.0499,0.0341,255,255
83,0.0493,4.1292,1.4173,0,4.1404,1.4620,0,0.0460,0.0223,255,255
84,0.3598,3.5266,2.8793,0,3.8725,2.8904,0,0.3461,0.3479,255,255
85,0.0493,3.5489,5.9483,0,3.5935,5.9371,0,0.0460,0.0469,255,255
86,0.3949,4.0399,5.6470,0,3.8614,5.3456,0,0.3503,0.3666,255,255
86,0.3514,3.5600,5.3903,0,3.8614,5.3456,0,0.3046,0.3366,255,255
86,0.1663,3.9953,5.2675,0,3.8614,5.3456,0,0.1550,0.1386,255,255
87,0.9637,3.5935,14.3518,0,4.4194,14.5415,0,0.8474,0.8950,255,255
87,0.6524,5.1559,14.2402,0,4.5868,14.4187,0,0.5965,0.5994,255,255
87,0.4561,4.4194,14.5415,0,4.5868,14.4187,0,0.2076,0.3885,255,255
87,0.2379,4.4194,14.5415,0,4.5868,14.4187,0,0.2076,0.2033,255,255
88,0.8799,3.7274,9.3856,0,4.4528,9.0954,0,0.7813,0.8150,255,255
89,0.0716,3.7274,12.0416,0,3.7944,12.0305,0,0.0679,0.0674,255,255
90,1.8300,3.9506,12.7447,0,5.0220,11.9858,0,1.3129,1.7276,255,255
91,0.4607,4.2966,11.8742,0,4.5644,11.5506,0,0.4201,0.4313,255,255
92,0.5130,4.3078,3.4931,0,4.3301,3.9506,0,0.4581,0.4799,255,255
93,0.4006,4.3189,3.0020,0,4.5310,2.7677,0,0.3160,0.3840,255,255
94,0.4692,4.3747,10.8252,0,4.5868,11.1935,0,0.4250,0.4361,255,255
96,1.0288,5.1782,5.1559,0,6.0822,5.1001,0,0.9057,0.9601,255,255
96,0.8571,7.2317,5.3122,0,6.4393,5.3568,0,0.7936,0.8049,255,255
96,0.8564,5.1782,5.1559,0,5.6470,5.7920,0,0.7902,0.7784,255,255
96,0.7432,6.0822,5.1001,0,6.4393,5.3568,0,0.4398,0.6800,255,255
96,0.7112,4.5086,5.1448,0,5.1782,5.1559,0,0.6697,0.6775,255,255
96,0.6689,5.6470,5.7920,0,5.6470,5.7920,0,0.0000,0.6343,255,255
96,0.6143,6.0822,5.1001,0,6.4393,5.3568,0,0.4398,0.5523,255,255
97,0.3094,4.5086,13.2581,0,4.7653,13.2358,0,0.2576,0.2869,255,255
98,0.0112,4.5310,1.8860,0,4.5421,1.8860,0,0.0112,0.0112,255,255
99,0.1978,4.5310,14.8986,0,4.6872,14.7982,0,0.1857,0.1831,255,255
100,0.5631,4.5421,4.8658,0,5.0220,4.7988,0,0.4845,0.5393,255,255
101,1.5695,4.5533,2.1204,0,5.8925,2.3994,0,1.3680,1.5083,255,255
101,0.8179,6.4840,2.5780,0,5.8925,2.3994,0,0.6178,0.7911,255,255
101,0.2817,6.1603,2.3659,0,5.8925,2.3994,0,0.2699,0.2703,255,255
102,0.6697,4.6537,5.6581,0,5.1894,5.9818,0,0.6259,0.6421,255,255
103,0.4022,4.6649,8.6936,0,4.9104,8.4258,0,0.3633,0.3831,255,255
104,0.6866,5.5688,3.1360,0,4.9885,2.9462,0,0.6105,0.6403,255,255
104,0.5789,4.9662,3.3592,0,4.9885,2.9462,0,0.4135,0.5295,255,255
104,0.4888,4.7207,3.6940,0,4.9662,3.3592,0,0.4152,0.4499,255,255
104,0.2945,5.2229,2.8012,0,4.9885,2.9462,0,0.2756,0.2789,255,255
104,0.0893,5.0555,3.3592,0,4.9662,3.3592,0,0.0893,0.0781,255,255
