 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length,Longest Shortest Path,spx,spy,spz
151,3,1,3,3,85,0.3718,1,0,0.4507,0.8829,6.4616,1.7410,0
152,1,0,2,0,84,1.0595,0,0,1.0595,1.0595,7.2875,4.9216,0
153,1,0,2,0,148,1.9772,0,0,1.9772,1.9772,7.4884,4.4305,0
154,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,6.4505,1.0602,0
155,3,1,3,3,169,0.7551,1,0,1.0403,1.7342,7.7562,11.7850,0
156,1,0,2,0,14,0.1813,0,0,0.1813,0.1813,6.6067,4.4528,0
157,1,0,2,0,64,0.7624,0,0,0.7624,0.7624,7.3210,2.9351,0
158,1,0,2,0,41,0.5334,0,0,0.5334,0.5334,7.0754,12.1867,0
159,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,6.6179,2.5333,0
160,1,0,2,0,148,2.0003,0,0,2.0003,2.0003,7.1982,13.5817,0
161,2,1,1,3,205,1.3538,1,0,2.3555,0.7043,7.1982,13.5817,0
162,1,0,2,0,2,0.0335,0,0,0.0335,0.0335,6.7853,1.4508,0
163,3,1,3,1,82,0.3769,1,0,0.6178,1.1085,7.0196,0.3013,0
164,3,1,3,1,95,0.4770,1,0,1.2110,1.3865,7.7004,6.8857,0
165,3,1,3,1,169,0.7477,1,0,1.1050,1.7219,8.2807,14.2625,0
166,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,6.8411,9.0731,0
167,1,0,2,0,3,0.0493,0,0,0.0493,0.0493,6.9304,9.1177,0
168,1,0,2,0,5,0.0670,0,0,0.0670,0.0670,6.9638,1.6182,0
169,1,0,2,0,22,0.2752,0,0,0.2752,0.2752,7.2317,10.7806,0
170,3,1,3,3,107,0.4721,1,0,1.1896,1.3513,7.7339,11.5618,0
171,1,0,2,0,37,0.5119,0,0,0.5119,0.5119,7.4549,10.3788,0
172,5,2,4,2,61,0.1690,2,0,0.3122,0.7174,7.4102,9.1512,0
173,6,3,3,7,315,0.7054,3,0,2.4178,3.0933,7.6892,7.2652,0
174,1,0,2,0,29,0.4041,0,0,0.4041,0.4041,7.4102,1.2053,0
175,1,0,2,0,3,0.0585,0,0,0.0585,0.0585,7.2428,2.4998,0
176,1,0,2,0,2,0.0335,0,0,0.0335,0.0335,7.2540,15.2334,0
177,1,0,2,0,7,0.0985,0,0,0.0985,0.0985,7.3321,11.0038,0
178,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,7.3098,14.1062,0
179,1,0,2,0,141,1.7188,0,0,1.7188,1.7188,8.9280,14.8205,0
180,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,7.3544,14.0281,0
181,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,7.3768,14.0839,0
182,3,1,3,3,116,0.5333,1,0,0.9226,1.3167,7.5330,2.6114,0
183,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,7.5107,9.1958,0
184,1,0,2,0,121,1.5464,0,0,1.5464,1.5464,8.8945,1.8749,0
185,1,0,2,0,28,0.3468,0,0,0.3468,0.3468,7.8678,5.0890,0
186,1,0,2,0,2,0.0335,0,0,0.0335,0.0335,7.5888,9.2070,0
187,3,1,3,1,80,0.3396,1,0,0.6489,0.8598,8.2249,10.8475,0
188,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,7.5888,11.2158,0
189,1,0,2,0,67,0.8051,0,0,0.8051,0.8051,8.4593,10.3676,0
190,10,6,2,10,382,0.5131,6,0,1.5565,2.9782,9.6199,1.1383,0
191,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,7.8120,11.7292,0
192,8,4,4,10,294,0.5348,4,0,1.7913,3.1901,9.6980,8.6825,0
193,1,0,2,0,1,0.0223,0,0,0.0223,0.0223,7.9348,9.0731,0
194,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,8.0017,9.0619,0
195,1,0,2,0,30,0.4153,0,0,0.4153,0.4153,8.3588,10.0886,0
196,7,4,2,6,202,0.3879,4,0,0.7947,1.6768,9.0954,4.0399,0
197,1,0,2,0,22,0.2844,0,0,0.2844,0.2844,8.2138,11.4836,0
198,1,0,2,0,3,0.0446,0,0,0.0446,0.0446,8.2472,0.3460,0
199,1,0,2,0,8,0.1097,0,0,0.1097,0.1097,8.3477,13.9277,0
200,10,4,7,9,551,0.7289,3,1,2.7853,6.0907,8.9726,13.2692,0
201,1,0,2,0,15,0.2155,0,0,0.2155,0.2155,8.4593,4.8769,0
202,1,0,2,0,50,0.7125,0,0,0.7125,0.7125,8.8387,7.3768,0
203,1,0,2,0,16,0.2082,0,0,0.2082,0.2082,8.6155,9.4860,0
204,1,0,2,0,24,0.3021,0,0,0.3021,0.3021,8.7160,9.7762,0
205,1,0,2,0,10,0.1459,0,0,0.1459,0.1459,8.5709,10.9368,0
206,13,8,2,16,334,0.3588,8,0,0.7201,1.6803,8.5820,3.8948,0
207,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,8.5486,8.6936,0
208,1,0,2,0,31,0.4218,0,0,0.4218,0.4218,8.7494,5.1336,0
209,3,1,3,1,227,0.9265,1,0,1.3693,2.4346,9.0061,10.1333,0
210,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,8.6713,11.1823,0
211,1,0,2,0,38,0.5369,0,0,0.5369,0.5369,9.1177,5.9371,0
212,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,8.7606,7.0420,0
213,3,1,3,1,56,0.2688,1,0,0.4142,0.6493,9.0284,11.0038,0
214,1,0,2,0,44,0.6039,0,0,0.6039,0.6039,9.3744,13.4143,0
215,1,0,2,0,20,0.2575,0,0,0.2575,0.2575,8.9503,3.8279,0
216,9,5,3,9,226,0.3549,5,0,0.6739,1.8817,9.2182,13.8049,0
217,3,1,3,3,222,0.9723,1,0,2.2970,2.7219,10.5239,4.1627,0
218,1,0,2,0,22,0.2937,0,0,0.2937,0.2937,9.2070,4.8323,0
219,1,0,2,0,28,0.3560,0,0,0.3560,0.3560,9.2851,9.7762,0
220,1,0,2,0,36,0.4869,0,0,0.4869,0.4869,9.4414,0.5803,0
221,1,0,2,0,13,0.1655,0,0,0.1655,0.1655,9.1512,5.5688,0
222,1,0,2,0,17,0.2379,0,0,0.2379,0.2379,9.3744,9.5864,0
223,1,0,2,0,45,0.5457,0,0,0.5457,0.5457,9.6980,11.2270,0
224,1,0,2,0,9,0.1347,0,0,0.1347,0.1347,9.3521,6.7406,0
225,1,0,2,0,37,0.5443,0,0,0.5443,0.5443,9.6646,14.5192,0
226,1,0,2,0,80,1.0149,0,0,1.0149,1.0149,10.2449,11.4167,0
227,1,0,2,0,13,0.2071,0,0,0.2071,0.2071,9.5306,2.5780,0
228,1,0,2,0,32,0.4145,0,0,0.4145,0.4145,9.7427,15.2222,0
229,1,0,2,0,127,1.5117,0,0,1.5117,1.5117,10.8810,7.3544,0
230,1,0,2,0,73,0.9784,0,0,0.9784,0.9784,10.2784,12.9456,0
231,1,0,2,0,3,0.0631,0,0,0.0631,0.0631,9.5306,8.0464,0
232,1,0,2,0,67,0.8375,0,0,0.8375,0.8375,9.6534,6.2161,0
233,1,0,2,0,107,1.3116,0,0,1.3116,1.3116,10.7471,7.8566,0
234,5,2,4,4,282,0.7320,2,0,1.3513,2.6795,10.7248,3.9841,0
235,12,6,6,12,553,0.6189,6,0,1.7081,5.5158,13.4924,2.6561,0
236,1,0,2,0,103,1.3317,0,0,1.3317,1.3317,10.7136,10.1221,0
237,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,9.6980,1.3280,0
238,22,11,10,25,482,0.3077,10,1,1.1673,3.3527,11.8742,0.6026,0
239,1,0,2,0,8,0.1004,0,0,0.1004,0.1004,9.9324,3.0020,0
240,3,1,3,1,74,0.3250,1,0,0.4303,0.7778,10.4011,5.0778,0
241,3,1,3,1,118,0.5580,1,0,0.9977,1.4761,10.8252,14.5973,0
242,1,0,2,0,26,0.3753,0,0,0.3753,0.3753,10.2337,13.1800,0
243,1,0,2,0,6,0.0827,0,0,0.0827,0.0827,10.1221,10.8587,0
244,3,1,3,3,193,0.8845,1,0,1.2633,2.1824,11.0930,9.5753,0
245,1,0,2,0,22,0.2752,0,0,0.2752,0.2752,10.3453,15.1330,0
246,1,0,2,0,1,0.0269,0,0,0.0269,0.0269,10.1779,10.8810,0
247,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,10.2337,8.9280,0
248,1,0,2,0,6,0.0966,0,0,0.0966,0.0966,10.3342,2.9797,0
249,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,10.3007,13.4924,0
250,1,0,2,0,3,0.0446,0,0,0.0446,0.0446,10.3565,15.2892,0
251,5,2,4,4,260,0.6884,2,0,1.1311,2.7573,11.7515,5.8702,0
252,1,0,2,0,21,0.2964,0,0,0.2964,0.2964,10.5239,14.0839,0
253,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,10.4792,11.4167,0
254,1,0,2,0,5,0.0855,0,0,0.0855,0.0855,10.5574,9.4637,0
255,1,0,2,0,81,1.1231,0,0,1.1231,1.1231,11.0372,12.3764,0
256,1,0,2,0,43,0.5881,0,0,0.5881,0.5881,10.9814,13.4143,0
257,1,0,2,0,3,0.0539,0,0,0.0539,0.0539,10.6355,11.4725,0
258,1,0,2,0,1,0.0316,0,0,0.0316,0.0316,10.6355,12.5773,0
259,1,0,2,0,6,0.0966,0,0,0.0966,0.0966,10.7024,5.2787,0
260,1,0,2,0,43,0.5234,0,0,0.5234,0.5234,11.1935,4.6872,0
261,3,1,3,3,32,0.1654,1,0,0.4311,0.4692,11.0707,11.6622,0
262,1,0,2,0,2,0.0427,0,0,0.0427,0.0427,10.8252,10.7806,0
263,1,0,2,0,5,0.0855,0,0,0.0855,0.0855,10.8364,14.0281,0
264,1,0,2,0,13,0.1701,0,0,0.1701,0.1701,10.9480,14.9656,0
265,4,2,2,4,212,0.7284,2,0,1.3817,2.4344,11.7850,4.6760,0
266,5,2,4,4,105,0.2823,2,0,0.4877,1.1208,11.5171,4.9774,0
267,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,10.9368,13.8384,0
268,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,10.9480,14.8316,0
269,1,0,2,0,6,0.0827,0,0,0.0827,0.0827,11.0261,15.2111,0
270,3,1,3,1,152,0.6413,1,0,1.3720,1.7735,12.3430,10.3342,0
271,1,0,2,0,33,0.4164,0,0,0.4164,0.4164,11.5283,14.3741,0
272,1,0,2,0,20,0.2529,0,0,0.2529,0.2529,11.3832,14.5192,0
273,1,0,2,0,19,0.2694,0,0,0.2694,0.2694,11.2716,12.4657,0
274,1,0,2,0,34,0.4368,0,0,0.4368,0.4368,11.5841,6.3389,0
275,1,0,2,0,41,0.4965,0,0,0.4965,0.4965,11.6734,0.2902,0
276,1,0,2,0,35,0.4619,0,0,0.4619,0.4619,11.6287,3.1694,0
277,4,2,2,4,92,0.3428,2,0,0.5212,1.0616,11.4167,12.7894,0
278,1,0,2,0,28,0.3837,0,0,0.3837,0.3837,11.4390,9.2851,0
279,1,0,2,0,125,1.5911,0,0,1.5911,1.5911,12.1644,13.3697,0
280,1,0,2,0,5,0.0762,0,0,0.0762,0.0762,11.4167,9.9994,0
281,1,0,2,0,190,2.3581,0,0,2.3581,2.3581,13.0795,15.0214,0
282,7,3,5,7,212,0.4123,3,0,0.7509,1.6346,12.6331,7.1312,0
283,1,0,2,0,40,0.5546,0,0,0.5546,0.5546,11.9524,12.4434,0
284,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,11.5618,5.2564,0
285,1,0,2,0,39,0.5389,0,0,0.5389,0.5389,11.9412,8.3700,0
286,3,1,3,1,91,0.4206,1,0,0.7833,1.1289,11.8296,10.9926,0
287,1,0,2,0,13,0.1840,0,0,0.1840,0.1840,11.8073,1.5847,0
288,1,0,2,0,0,0.0112,0,0,0.0112,0.0112,11.7403,7.6892,0
289,9,5,3,13,304,0.4561,5,0,0.8102,2.9505,12.9456,8.9503,0
290,11,6,4,10,306,0.3895,6,0,0.5312,2.6731,13.3474,11.9524,0
291,5,2,4,4,139,0.3813,2,0,0.6320,1.3382,12.7782,5.0555,0
292,1,0,2,0,18,0.2490,0,0,0.2490,0.2490,12.1198,12.8117,0
293,1,0,2,0,63,0.8991,0,0,0.8991,0.8991,12.6331,6.4393,0
294,1,0,2,0,18,0.2259,0,0,0.2259,0.2259,12.4322,1.6517,0
295,1,0,2,0,25,0.3225,0,0,0.3225,0.3225,12.5662,14.3071,0
296,1,0,2,0,15,0.2202,0,0,0.2202,0.2202,12.4099,8.4258,0
297,1,0,2,0,66,0.7986,0,0,0.7986,0.7986,13.0684,10.6913,0
298,1,0,2,0,0,0.0158,0,0,0.0158,0.0158,12.4880,8.6936,0
299,1,0,2,0,6,0.0781,0,0,0.0781,0.0781,12.6443,11.1712,0
300,1,0,2,0,100,1.2797,0,0,1.2797,1.2797,13.7156,0.7589,0
301,5,2,4,4,149,0.4203,2,0,1.1428,1.5923,13.2581,1.2164,0
302,1,0,2,0,101,1.3602,0,0,1.3602,1.3602,13.3920,13.8496,0
303,2,1,1,1,60,0.4005,1,0,0.5007,0.5007,13.3920,13.8496,0
304,1,0,2,0,5,0.0855,0,0,0.0855,0.0855,12.9121,8.8052,0
305,3,1,3,1,17,0.0806,1,0,0.1208,0.1813,13.0014,0.5134,0
306,5,2,4,2,272,0.7126,2,0,1.6003,2.9643,13.9277,3.8390,0
307,1,0,2,0,48,0.5653,0,0,0.5653,0.5653,13.5371,14.2848,0
308,15,8,6,10,597,0.5262,8,0,1.0465,4.7671,16.0704,9.3856,0
309,9,5,3,9,218,0.3322,5,0,0.6347,1.4406,14.0951,15.0548,0
