ID,Tip_X,Tip_Y,Tip_Z,Distance_to_Fiber,Activated
integrin30,0.047668910080327836,0.025053443111748515,0.004,0.015782383069431076,False
integrin31,-0.05296312841670137,0.013960910726596597,0.004,0.01531053911016822,False
integrin32,0.030112570815433826,-0.04683196642129693,0.004,0.019056614221234704,False
integrin33,0.00958136326303102,0.05575121055207537,0.004,0.015810221282652772,False
integrin34,-0.04541784361589332,-0.03517413085326002,0.004,0.008490205817829626,True
integrin35,0.0581104312649627,-0.0048143305038236195,0.004,0.016915395684256,False
integrin36,-0.04017487588314642,0.04342786372565176,0.004,0.017105433951626323,False
integrin37,0.00029269656791689526,-0.05999928606841192,0.004,0.010824098720386113,False
integrin38,0.040869179228707274,0.04505230503727641,0.004,0.009398145630228139,True
integrin39,-0.061381086036826384,-0.005688785190154142,0.004,0.029221186664246775,False
integrin40,0.049745121150807314,-0.037754773495433706,0.004,0.010989860499107352,False
integrin41,-0.011319915657414522,0.06222426785032527,0.004,0.01386795319783647,False
integrin42,-0.03410339794207742,-0.05419371041739355,0.004,0.013003488256212269,False
integrin43,0.06250267167015633,0.01712939094342345,0.004,0.015258581122047744,False
integrin44,-0.05834063226471622,0.029939449342851202,0.004,0.010945971651804748,False
integrin45,0.02305829109266155,-0.06219578130296367,0.004,0.014295509979507378,False
integrin46,0.025292790261119854,0.06213110944452063,0.004,0.012171005919730655,False
integrin47,-0.06128892217915116,-0.029045963886880275,0.004,0.011221315470286004,False
integrin48,0.06551350987439178,-0.020198515389453008,0.004,0.011235553802929047,False
integrin49,-0.035030544259421675,0.05977341356229122,0.004,0.01769214503195364,False
integrin50,-0.014696666626173794,-0.06843981290213401,0.004,0.009261121032142581,True
integrin51,0.057646672183453325,0.04094949555456662,0.004,0.010595034341654187,False
integrin52,-0.07086605354155717,0.008831899877441452,0.004,0.025237576240037383,False
integrin53,0.04674016614416979,-0.054912265194721345,0.004,0.013213649752205089,False
integrin54,0.0026531068054691637,0.07275273894692057,0.004,0.013151615708402906,False
integrin55,-0.051579910983984,-0.052340355204032456,0.004,0.013861258978648329,False
integrin56,0.07406523201348544,0.0037870049892459053,0.004,0.021501436132177247,False
integrin57,-0.0576888816723521,0.047665427003157734,0.004,0.02068152961835157,False
integrin58,0.010432369583986025,-0.0747740975529837,0.004,0.013724103188889175,False
integrin59,0.04319062434321823,0.06272615059800024,0.004,0.012270708977351302,False
integrin60,-0.07485540702064918,-0.01722405410386727,0.004,0.02720265133294043,False
integrin61,0.06739471126112642,-0.03818314934666078,0.004,0.0104743384488384,False
integrin62,-0.024100779539585164,0.07429099828097825,0.004,0.012197627467009852,False
integrin63,-0.03267627308367197,-0.07163980162843346,0.004,0.010229339060826438,False
integrin64,0.07306868740266348,0.030999466467212744,0.004,0.012216383993208733,False
integrin65,-0.075409873901092,0.026708630032658113,0.004,0.013515884174940047,False
integrin66,0.03785580091413174,-0.07118242997502702,0.004,0.017605021700282376,False
integrin67,0.02032390779847566,0.07865709613123956,0.004,0.0184618876471353,False
integrin68,-0.068632429941877,-0.04460481543817153,0.004,0.00648686920347849,True
integrin69,0.08133782512781286,-0.013570490170857357,0.004,0.01398490429078506,False
integrin70,-0.05118148034729075,0.06542519445488787,0.004,0.02328792533394999,False
integrin71,-0.00650105626951412,-0.08341304614615518,0.004,0.02037677974573136,False
integrin72,0.06157353375710748,0.05752129988675799,0.004,0.01223656171373971,False
integrin73,-0.08484877515947528,-0.0008278610612963465,0.004,0.03519668468142644,False
integrin74,0.06356090816219898,-0.05709650561633792,0.004,0.021845451788747413,False
integrin75,-0.008356354059770825,0.08561641984355425,0.004,0.02033214357410188,False
integrin76,-0.052019304336003665,-0.06923865955084797,0.004,0.008045661730333597,True
integrin77,0.08569309576804396,0.016021652152285865,0.004,0.02437602295767073,False
integrin78,-0.07449520838108838,0.04637309487470317,0.004,0.013505068974414447,False
integrin79,0.023758663136295287,-0.08506189467661796,0.004,0.024331706792804598,False
integrin80,0.04019479310215289,0.07927407273172689,0.004,0.021414759662161505,False
integrin81,-0.08371210215183172,-0.03150053893699741,0.004,0.02053446764463174,False
integrin82,0.08352217731744756,-0.033526793705227015,0.004,0.013813486482320867,False
integrin83,-0.039179261192053366,0.08163936239611909,0.004,0.016273223000932927,False
integrin84,-0.026416647729786347,-0.08719037058483223,0.004,0.023672524461709064,False
integrin85,0.07884578831489533,0.04672624171707708,0.004,0.012219692890186025,False
integrin86,-0.09023391134299916,0.0189166921987902,0.004,0.019397741178580907,False
integrin87,0.05407293274597173,-0.07534001555780048,0.004,0.016342127228676406,False
integrin88,0.01108363468087076,0.09261292049309858,0.004,0.028969058543688614,False
integrin89,-0.07113719965621507,-0.06115144172521034,0.004,0.006301303075664369,True
integrin90,0.09429279369951435,-0.002978096093283282,0.004,0.015745760815398604,False
integrin91,-0.06789514537110612,0.06625895588549799,0.004,0.031496646757909925,False
integrin92,0.005335884594910714,-0.09524457116072178,0.004,0.031456792881212135,False
integrin93,0.060733241974942696,0.07423929767456762,0.004,0.019990884832060483,False
integrin94,-0.09544526098665988,-0.013791379742012095,0.004,0.041253915191800106,False
integrin95,0.08012162655877483,-0.05459418428345849,0.004,0.027125957734269294,False
integrin96,-0.02231913215981344,0.09487811306952083,0.004,0.026306659875394985,False
integrin97,-0.04788184855006017,-0.08548291396196729,0.004,0.021947549911994126,False
integrin98,0.09353284074289059,0.030848139369580578,0.004,0.018542322353353704,False
integrin99,-0.09026755422913531,0.0406419568117742,0.004,0.009845522517150524,True
integrin100,0.03930625812735952,-0.0914057879569198,0.004,0.022604725276575425,False
