Step,Fiber,Node,X,Y,Z
STEP_0_BEFORE,0,0,-0.09205212739350344,0.030555131534010682,0.019517060929670555
STEP_0_BEFORE,0,1,-0.08854790228763774,0.03072534875886682,0.019391132816985252
STEP_0_BEFORE,0,2,-0.08504367718177205,0.030895565983722957,0.019265204704299946
STEP_0_BEFORE,0,3,-0.08153945207590638,0.031065783208579095,0.019139276591614643
STEP_0_BEFORE,0,4,-0.07803522697004069,0.031236000433435232,0.019013348478929337
STEP_0_BEFORE,0,5,-0.074531001864175,0.03140621765829137,0.018887420366244034
STEP_0_BEFORE,0,6,-0.07102677675830932,0.03157643488314751,0.018761492253558727
STEP_0_BEFORE,0,7,-0.06752255165244363,0.03174665210800365,0.018635564140873424
STEP_0_BEFORE,0,8,-0.06401832654657794,0.03191686933285978,0.01850963602818812
STEP_0_BEFORE,0,9,-0.060514101440712245,0.03208708655771592,0.018383707915502815
STEP_0_BEFORE,0,10,-0.05700987633484656,0.03225730378257206,0.018257779802817512
STEP_0_BEFORE,0,11,-0.05350565122898088,0.0324275210074282,0.018131851690132206
STEP_0_BEFORE,0,12,-0.050001426123115186,0.03259773823228433,0.018005923577446903
STEP_0_BEFORE,0,13,-0.046497201017249495,0.03276795545714047,0.0178799954647616
STEP_0_BEFORE,0,14,-0.04299297591138381,0.03293817268199661,0.017754067352076294
STEP_0_BEFORE,0,15,-0.03948875080551813,0.03310838990685275,0.01762813923939099
STEP_0_BEFORE,0,16,-0.035984525699652437,0.03327860713170888,0.017502211126705684
STEP_0_BEFORE,0,17,-0.032480300593786746,0.03344882435656502,0.01737628301402038
STEP_0_BEFORE,0,18,-0.028976075487921055,0.03361904158142116,0.017250354901335075
STEP_0_BEFORE,0,19,-0.025471850382055378,0.0337892588062773,0.017124426788649772
STEP_0_BEFORE,0,20,-0.021967625276189687,0.03395947603113343,0.016998498675964466
STEP_0_BEFORE,0,21,-0.018463400170323996,0.03412969325598957,0.016872570563279163
STEP_0_BEFORE,0,22,-0.014959175064458319,0.034299910480845706,0.01674664245059386
STEP_0_BEFORE,0,23,-0.011454949958592628,0.03447012770570185,0.016620714337908554
STEP_0_BEFORE,0,24,-0.007950724852726937,0.03464034493055798,0.01649478622522325
STEP_0_BEFORE,0,25,-0.004446499746861246,0.03481056215541412,0.016368858112537944
STEP_0_BEFORE,0,26,-0.0009422746409955551,0.034980779380270256,0.01624292999985264
STEP_0_BEFORE,0,27,0.002561950464870122,0.0351509966051264,0.01611700188716734
STEP_0_BEFORE,0,28,0.006066175570735813,0.03532121382998253,0.015991073774482032
STEP_0_BEFORE,0,29,0.009570400676601504,0.03549143105483867,0.01586514566179673
STEP_0_BEFORE,0,30,0.01307462578246718,0.035661648279694806,0.015739217549111423
STEP_0_BEFORE,0,31,0.01657885088833287,0.03583186550455095,0.01561328943642612
STEP_0_BEFORE,0,32,0.020083075994198563,0.03600208272940708,0.015487361323740815
STEP_0_BEFORE,0,33,0.023587301100064254,0.03617229995426322,0.01536143321105551
STEP_0_BEFORE,0,34,0.027091526205929944,0.036342517179119356,0.015235505098370208
STEP_0_BEFORE,0,35,0.03059575131179562,0.0365127344039755,0.015109576985684901
STEP_0_BEFORE,0,36,0.034099976417661326,0.03668295162883163,0.014983648872999598
STEP_0_BEFORE,0,37,0.037604201523527,0.03685316885368777,0.014857720760314294
STEP_0_BEFORE,0,38,0.04110842662939268,0.03702338607854391,0.014731792647628989
STEP_0_BEFORE,0,39,0.044612651735258385,0.03719360330340005,0.014605864534943684
STEP_0_BEFORE,0,40,0.04811687684112406,0.03736382052825618,0.01447993642225838
STEP_0_BEFORE,0,41,0.05162110194698974,0.03753403775311232,0.014354008309573077
STEP_0_BEFORE,0,42,0.055125327052855444,0.03770425497796846,0.01422808019688777
STEP_0_BEFORE,0,43,0.05862955215872112,0.0378744722028246,0.014102152084202468
STEP_0_BEFORE,0,44,0.0621337772645868,0.03804468942768073,0.013976223971517163
STEP_0_BEFORE,0,45,0.0656380023704525,0.03821490665253687,0.013850295858831858
STEP_0_BEFORE,0,46,0.06914222747631818,0.03838512387739301,0.013724367746146554
STEP_0_BEFORE,0,47,0.07264645258218388,0.03855534110224915,0.013598439633461249
STEP_0_BEFORE,0,48,0.07615067768804956,0.03872555832710528,0.013472511520775946
STEP_0_BEFORE,0,49,0.07965490279391525,0.03889577555196142,0.013346583408090642
STEP_0_BEFORE,1,0,0.048221456007825174,-0.0774796267563751,0.019412815634984808
STEP_0_BEFORE,1,1,0.04811831604718029,-0.07635283675842193,0.01930509773550764
STEP_0_BEFORE,1,2,0.04801517608653541,-0.07522604676046876,0.019197379836030475
STEP_0_BEFORE,1,3,0.047912036125890525,-0.0740992567625156,0.019089661936553308
STEP_0_BEFORE,1,4,0.04780889616524564,-0.07297246676456243,0.01898194403707614
STEP_0_BEFORE,1,5,0.047705756204600755,-0.07184567676660927,0.01887422613759897
STEP_0_BEFORE,1,6,0.04760261624395588,-0.0707188867686561,0.018766508238121805
STEP_0_BEFORE,1,7,0.04749947628331099,-0.06959209677070294,0.018658790338644638
STEP_0_BEFORE,1,8,0.047396336322666106,-0.06846530677274977,0.01855107243916747
STEP_0_BEFORE,1,9,0.04729319636202122,-0.0673385167747966,0.018443354539690305
STEP_0_BEFORE,1,10,0.04719005640137634,-0.06621172677684344,0.01833563664021314
STEP_0_BEFORE,1,11,0.04708691644073146,-0.06508493677889027,0.018227918740735972
STEP_0_BEFORE,1,12,0.04698377648008657,-0.0639581467809371,0.018120200841258805
STEP_0_BEFORE,1,13,0.04688063651944169,-0.06283135678298393,0.018012482941781635
STEP_0_BEFORE,1,14,0.04677749655879681,-0.06170456678503077,0.01790476504230447
STEP_0_BEFORE,1,15,0.046674356598151924,-0.06057777678707761,0.017797047142827302
STEP_0_BEFORE,1,16,0.04657121663750704,-0.059450986789124444,0.017689329243350135
STEP_0_BEFORE,1,17,0.04646807667686216,-0.058324196791171276,0.01758161134387297
STEP_0_BEFORE,1,18,0.046364936716217275,-0.05719740679321811,0.017473893444395802
STEP_0_BEFORE,1,19,0.04626179675557239,-0.05607061679526494,0.017366175544918636
STEP_0_BEFORE,1,20,0.046158656794927505,-0.05494382679731177,0.01725845764544147
STEP_0_BEFORE,1,21,0.04605551683428263,-0.053817036799358606,0.017150739745964302
STEP_0_BEFORE,1,22,0.04595237687363774,-0.052690246801405445,0.017043021846487132
STEP_0_BEFORE,1,23,0.045849236912992856,-0.05156345680345228,0.016935303947009966
STEP_0_BEFORE,1,24,0.04574609695234797,-0.05043666680549911,0.0168275860475328
STEP_0_BEFORE,1,25,0.04564295699170309,-0.04930987680754595,0.016719868148055633
STEP_0_BEFORE,1,26,0.04553981703105821,-0.04818308680959278,0.016612150248578466
STEP_0_BEFORE,1,27,0.04543667707041332,-0.047056296811639614,0.0165044323491013
STEP_0_BEFORE,1,28,0.04533353710976844,-0.045929506813686446,0.016396714449624133
STEP_0_BEFORE,1,29,0.04523039714912356,-0.04480271681573328,0.016288996550146963
STEP_0_BEFORE,1,30,0.045127257188478674,-0.04367592681778012,0.016181278650669796
STEP_0_BEFORE,1,31,0.04502411722783379,-0.04254913681982695,0.01607356075119263
STEP_0_BEFORE,1,32,0.04492097726718891,-0.04142234682187378,0.015965842851715463
STEP_0_BEFORE,1,33,0.044817837306544026,-0.040295556823920615,0.015858124952238296
STEP_0_BEFORE,1,34,0.04471469734589914,-0.03916876682596745,0.01575040705276113
STEP_0_BEFORE,1,35,0.044611557385254255,-0.03804197682801429,0.015642689153283963
STEP_0_BEFORE,1,36,0.04450841742460938,-0.03691518683006112,0.015534971253806795
STEP_0_BEFORE,1,37,0.04440527746396449,-0.03578839683210795,0.015427253354329628
STEP_0_BEFORE,1,38,0.04430213750331961,-0.034661606834154784,0.015319535454852462
STEP_0_BEFORE,1,39,0.04419899754267472,-0.033534816836201624,0.015211817555375293
STEP_0_BEFORE,1,40,0.04409585758202984,-0.032408026838248456,0.015104099655898127
STEP_0_BEFORE,1,41,0.04399271762138496,-0.03128123684029529,0.01499638175642096
STEP_0_BEFORE,1,42,0.04388957766074007,-0.03015444684234212,0.014888663856943794
STEP_0_BEFORE,1,43,0.04378643770009519,-0.029027656844388953,0.014780945957466627
STEP_0_BEFORE,1,44,0.04368329773945031,-0.027900866846435793,0.01467322805798946
STEP_0_BEFORE,1,45,0.043580157778805424,-0.026774076848482625,0.014565510158512292
STEP_0_BEFORE,1,46,0.04347701781816054,-0.025647286850529458,0.014457792259035126
STEP_0_BEFORE,1,47,0.04337387785751566,-0.02452049685257629,0.014350074359557957
STEP_0_BEFORE,1,48,0.043270737896870776,-0.023393706854623122,0.01424235646008079
STEP_0_BEFORE,1,49,0.04316759793622589,-0.02226691685666995,0.014134638560603624
STEP_0_BEFORE,2,0,0.09726679718208475,0.04650661838656725,0.019007724800688755
STEP_0_BEFORE,2,1,0.09440978457674018,0.044723818585387105,0.01891749693747186
STEP_0_BEFORE,2,2,0.09155277197139562,0.04294101878420696,0.018827269074254964
STEP_0_BEFORE,2,3,0.08869575936605105,0.041158218983026816,0.01873704121103807
STEP_0_BEFORE,2,4,0.08583874676070649,0.03937541918184667,0.018646813347821173
STEP_0_BEFORE,2,5,0.08298173415536192,0.037592619380666534,0.018556585484604274
STEP_0_BEFORE,2,6,0.08012472155001735,0.03580981957948638,0.01846635762138738
STEP_0_BEFORE,2,7,0.07726770894467279,0.034027019778306244,0.018376129758170483
STEP_0_BEFORE,2,8,0.07441069633932823,0.0322442199771261,0.018285901894953587
STEP_0_BEFORE,2,9,0.07155368373398366,0.030461420175945955,0.01819567403173669
STEP_0_BEFORE,2,10,0.06869667112863909,0.02867862037476581,0.018105446168519796
STEP_0_BEFORE,2,11,0.06583965852329453,0.026895820573585666,0.0180152183053029
STEP_0_BEFORE,2,12,0.06298264591794996,0.02511302077240552,0.017924990442086005
STEP_0_BEFORE,2,13,0.06012563331260539,0.023330220971225377,0.017834762578869106
STEP_0_BEFORE,2,14,0.057268620707260826,0.021547421170045235,0.01774453471565221
STEP_0_BEFORE,2,15,0.05441160810191626,0.01976462136886509,0.017654306852435315
STEP_0_BEFORE,2,16,0.051554595496571695,0.017981821567684946,0.01756407898921842
STEP_0_BEFORE,2,17,0.04869758289122713,0.0161990217665048,0.017473851126001524
STEP_0_BEFORE,2,18,0.045840570285882565,0.01441622196532466,0.017383623262784628
STEP_0_BEFORE,2,19,0.042983557680538,0.012633422164144516,0.017293395399567733
STEP_0_BEFORE,2,20,0.040126545075193434,0.010850622362964371,0.017203167536350837
STEP_0_BEFORE,2,21,0.03726953246984886,0.009067822561784226,0.017112939673133938
STEP_0_BEFORE,2,22,0.034412519864504304,0.007285022760604082,0.017022711809917043
STEP_0_BEFORE,2,23,0.03155550725915973,0.005502222959423937,0.016932483946700147
STEP_0_BEFORE,2,24,0.02869849465381516,0.0037194231582437925,0.01684225608348325
STEP_0_BEFORE,2,25,0.0258414820484706,0.001936623357063648,0.016752028220266356
STEP_0_BEFORE,2,26,0.02298446944312603,0.00015382355588350327,0.01666180035704946
STEP_0_BEFORE,2,27,0.02012745683778147,-0.0016289762452966344,0.016571572493832565
STEP_0_BEFORE,2,28,0.0172704442324369,-0.003411776046476779,0.01648134463061567
STEP_0_BEFORE,2,29,0.01441343162709234,-0.005194575847656924,0.016391116767398774
STEP_0_BEFORE,2,30,0.011556419021747769,-0.006977375648837068,0.016300888904181875
STEP_0_BEFORE,2,31,0.00869940641640321,-0.008760175450017213,0.01621066104096498
STEP_0_BEFORE,2,32,0.005842393811058638,-0.010542975251197358,0.016120433177748084
STEP_0_BEFORE,2,33,0.002985381205714066,-0.012325775052377502,0.016030205314531188
STEP_0_BEFORE,2,34,0.0001283686003695078,-0.014108574853557647,0.015939977451314293
STEP_0_BEFORE,2,35,-0.0027286440049750643,-0.01589137465473779,0.015849749588097397
STEP_0_BEFORE,2,36,-0.005585656610319623,-0.01767417445591793,0.0157595217248805
STEP_0_BEFORE,2,37,-0.008442669215664195,-0.01945697425709808,0.015669293861663602
STEP_0_BEFORE,2,38,-0.011299681821008753,-0.02123977405827822,0.015579065998446709
STEP_0_BEFORE,2,39,-0.014156694426353325,-0.02302257385945837,0.015488838135229811
STEP_0_BEFORE,2,40,-0.017013707031697883,-0.024805373660638508,0.015398610272012916
STEP_0_BEFORE,2,41,-0.019870719637042455,-0.02658817346181866,0.01530838240879602
STEP_0_BEFORE,2,42,-0.022727732242387028,-0.028370973262998797,0.015218154545579125
STEP_0_BEFORE,2,43,-0.025584744847731586,-0.030153773064178935,0.015127926682362229
STEP_0_BEFORE,2,44,-0.028441757453076144,-0.031936572865359086,0.015037698819145334
STEP_0_BEFORE,2,45,-0.031298770058420716,-0.033719372666539224,0.014947470955928436
STEP_0_BEFORE,2,46,-0.03415578266376529,-0.035502172467719376,0.01485724309271154
STEP_0_BEFORE,2,47,-0.03701279526910986,-0.03728497226889951,0.014767015229494643
STEP_0_BEFORE,2,48,-0.03986980787445443,-0.039067772070079665,0.014676787366277748
STEP_0_BEFORE,2,49,-0.04272682047979897,-0.0408505718712598,0.014586559503060852
STEP_0_BEFORE,3,0,0.03688500669490078,0.045977758001319584,0.012461385661886705
STEP_0_BEFORE,3,1,0.03614622457882205,0.0457175669842959,0.012396890142779421
STEP_0_BEFORE,3,2,0.03540744246274331,0.04545737596727222,0.012332394623672138
STEP_0_BEFORE,3,3,0.03466866034666458,0.04519718495024854,0.012267899104564854
STEP_0_BEFORE,3,4,0.033929878230585846,0.04493699393322486,0.012203403585457571
STEP_0_BEFORE,3,5,0.033191096114507115,0.04467680291620118,0.012138908066350287
STEP_0_BEFORE,3,6,0.03245231399842838,0.0444166118991775,0.012074412547243002
STEP_0_BEFORE,3,7,0.03171353188234965,0.04415642088215382,0.01200991702813572
STEP_0_BEFORE,3,8,0.03097474976627091,0.04389622986513014,0.011945421509028435
STEP_0_BEFORE,3,9,0.030235967650192177,0.04363603884810646,0.011880925989921153
STEP_0_BEFORE,3,10,0.029497185534113443,0.04337584783108278,0.011816430470813868
STEP_0_BEFORE,3,11,0.028758403418034713,0.0431156568140591,0.011751934951706584
STEP_0_BEFORE,3,12,0.028019621301955976,0.04285546579703542,0.011687439432599301
STEP_0_BEFORE,3,13,0.027280839185877245,0.04259527478001174,0.011622943913492017
STEP_0_BEFORE,3,14,0.026542057069798508,0.04233508376298806,0.011558448394384734
STEP_0_BEFORE,3,15,0.025803274953719778,0.042074892745964376,0.01149395287527745
