Step,Fiber,Node,X,Y,Z
STEP_0_BEFORE,0,0,0.06751795157300815,0.08496359319685783,0.007750720381196772
STEP_0_BEFORE,0,1,0.06467058760271217,0.08451726006204467,0.00774484445312366
STEP_0_BEFORE,0,2,0.0618232236324162,0.08407092692723152,0.007738968525050547
STEP_0_BEFORE,0,3,0.05897585966212023,0.08362459379241836,0.007733092596977435
STEP_0_BEFORE,0,4,0.05612849569182426,0.08317826065760521,0.007727216668904323
STEP_0_BEFORE,0,5,0.053281131721528284,0.08273192752279206,0.00772134074083121
STEP_0_BEFORE,0,6,0.05043376775123232,0.0822855943879789,0.007715464812758098
STEP_0_BEFORE,0,7,0.04758640378093634,0.08183926125316575,0.007709588884684986
STEP_0_BEFORE,0,8,0.04473903981064037,0.0813929281183526,0.007703712956611874
STEP_0_BEFORE,0,9,0.041891675840344395,0.08094659498353944,0.007697837028538761
STEP_0_BEFORE,0,10,0.039972162615373556,0.08064570533123148,0.007693875848386529
STEP_0_BEFORE,0,11,0.03904431187004842,0.08050026184872629,0.007691961100465649
STEP_0_BEFORE,0,12,0.03619694789975245,0.08005392871391313,0.0076860851723925365
STEP_0_BEFORE,0,13,0.03334958392945648,0.07960759557909998,0.0076802092443194235
STEP_0_BEFORE,0,14,0.030502219959160505,0.07916126244428683,0.0076743333162463115
STEP_0_BEFORE,0,15,0.027654855988864538,0.07871492930947367,0.007668457388173199
STEP_0_BEFORE,0,16,0.024807492018568564,0.07826859617466052,0.007662581460100086
STEP_0_BEFORE,0,17,0.02196012804827259,0.07782226303984736,0.007656705532026974
STEP_0_BEFORE,0,18,0.020483513337561605,0.07759079910351248,0.007653658334014233
STEP_0_BEFORE,0,19,0.019112764077976616,0.07737592990503421,0.007650829603953862
STEP_0_BEFORE,0,20,0.01626540010768064,0.07692959677022106,0.00764495367588075
STEP_0_BEFORE,0,21,0.013418036137384674,0.0764832636354079,0.007639077747807637
STEP_0_BEFORE,0,22,0.0105706721670887,0.07603693050059475,0.007633201819734525
STEP_0_BEFORE,0,23,0.007723308196792726,0.0755905973657816,0.007627325891661413
STEP_0_BEFORE,0,24,0.004875944226496759,0.07514426423096844,0.0076214499635883
STEP_0_BEFORE,0,25,0.0023332433298732186,0.07474568797801254,0.007616202749766723
STEP_0_BEFORE,0,26,0.002028580256200785,0.07469793109615529,0.007615574035515188
