 ,Area,Perim.,Circ.,AR,Round,Solidity,EqDiam_um,Image
49,2978,289.3381,0.4470,3.2274,0.3098,0.9160,61.5768,young37.png
50,3070,412.8183,0.2264,1.9783,0.5055,0.6254,62.5208,young37.png
51,3272,346.5757,0.3423,2.1689,0.4611,0.7661,64.5449,young37.png
52,10035,668.2986,0.2823,3.2126,0.3113,0.7661,113.0352,young37.png
53,1864,240.4924,0.4050,1.2414,0.8055,0.7313,48.7167,young37.png
54,5400,444.7767,0.3430,4.0252,0.2484,0.8060,82.9186,young37.png
55,607,125.9828,0.4806,2.6519,0.3771,0.8292,27.8003,young37.png
56,1125,140.0244,0.7210,1.2882,0.7763,0.8925,37.8470,young37.png
57,1779,216.3087,0.4778,2.3588,0.4239,0.8129,47.5930,young37.png
58,206,63.1127,0.6499,2.6013,0.3844,0.8918,16.1953,young37.png
59,244,64.4264,0.7387,2.2462,0.4452,0.9121,17.6258,young37.png
60,743,115.2965,0.7024,2.1948,0.4556,0.9282,30.7574,young37.png
61,9237,771.1097,0.1952,5.6286,0.1777,0.6681,108.4477,young37.png
62,870,166.8528,0.3927,2.4975,0.4004,0.8026,33.2824,young37.png
63,3166,252.3919,0.6246,1.1695,0.8550,0.8937,63.4908,young37.png
64,868,121.0538,0.7443,1.6451,0.6079,0.9264,33.2441,young37.png
65,820,162.4680,0.3904,3.0371,0.3293,0.7374,32.3119,young37.png
66,5014,560.3402,0.2007,2.0523,0.4873,0.5665,79.9001,young37.png
67,1103,134.2670,0.7689,1.5170,0.6592,0.9312,37.4751,young37.png
68,6225,510.5584,0.3001,1.3771,0.7262,0.7867,89.0276,young37.png
69,1560,209.3381,0.4473,2.8281,0.3536,0.8698,44.5674,young37.png
70,441,107.5980,0.4787,3.8793,0.2578,0.8647,23.6960,young37.png
71,59,40.6274,0.4492,4.4165,0.2264,0.7108,8.6672,young37.png
72,85,39.6985,0.6778,2.0142,0.4965,0.7907,10.4031,young37.png
73,3574,446.3158,0.2255,2.8376,0.3524,0.6779,67.4578,young37.png
74,10715,641.7960,0.3269,2.0902,0.4784,0.8502,116.8022,young37.png
75,187,59.0122,0.6748,2.7291,0.3664,0.8969,15.4304,young37.png
76,21,20.9706,0.6001,3.0404,0.3289,0.7925,5.1709,young37.png
77,20147,964.2641,0.2723,1.6981,0.5889,0.8467,160.1623,young37.png
78,56,27.2132,0.9503,1.1308,0.8843,0.8819,8.4440,young37.png
79,12,14.1421,0.7540,2.8768,0.3476,0.7742,3.9088,young37.png
80,1274,133.5391,0.8978,1.1518,0.8682,0.9586,40.2754,young37.png
81,214,58.5269,0.7851,1.2238,0.8171,0.9087,16.5068,young37.png
82,7,9.0711,1.0000,1.9357,0.5166,0.9333,2.9854,young37.png
83,9,10.4853,1.0000,1.3403,0.7461,0.8571,3.3851,young37.png
84,10524,430.6589,0.7131,1.3124,0.7620,0.9282,115.7565,young37.png
85,8466,559.0437,0.3404,1.2203,0.8195,0.6969,103.8231,young37.png
86,100,53.9411,0.4319,3.5781,0.2795,0.7220,11.2838,young37.png
87,5844,467.9727,0.3353,2.3298,0.4292,0.7575,86.2601,young37.png
88,1,2.8284,1.0000,1.0000,1.0000,1.0000,1.1284,young37.png
89,341,73.5980,0.7911,1.3048,0.7664,0.9229,20.8369,young37.png
90,3,5.6569,1.0000,1.4638,0.6831,0.8571,1.9544,young37.png
91,8,9.0711,1.0000,1.2286,0.8139,0.9412,3.1915,young37.png
92,21,17.3137,0.8803,1.9221,0.5203,0.8750,5.1709,young37.png
93,506,139.9239,0.3248,3.6909,0.2709,0.6738,25.3823,young37.png
94,38,27.7990,0.6179,2.4614,0.4063,0.7170,6.9558,young37.png
95,4,5.6569,1.0000,1.0000,1.0000,1.0000,2.2568,young37.png
96,1121,161.2965,0.5415,2.7306,0.3662,0.8778,37.7796,young37.png
97,20,15.3137,1.0000,1.2816,0.7803,0.9091,5.0463,young37.png
