 ,Area,Perim.,Circ.,AR,Round,Solidity,EqDiam_um,Image
164,54,33.7990,0.5940,2.0139,0.4965,0.7883,8.2919,old 9.png
165,156,52.7696,0.7040,1.7201,0.5814,0.8643,14.0935,old 9.png
166,7,9.0711,1.0000,1.0688,0.9356,0.8750,2.9854,old 9.png
167,927,188.7523,0.3270,2.1461,0.4660,0.6433,34.3554,old 9.png
168,9,10.4853,1.0000,1.3403,0.7461,0.8571,3.3851,old 9.png
169,2,4.8284,1.0000,2.0000,0.5000,1.0000,1.5958,old 9.png
170,157,65.0122,0.4668,2.5004,0.3999,0.6932,14.1386,old 9.png
171,38,22.7279,0.9244,1.6777,0.5961,0.9268,6.9558,old 9.png
172,20,22.4853,0.4971,3.7056,0.2699,0.8000,5.0463,old 9.png
173,110,38.0416,0.9552,1.2109,0.8258,0.9205,11.8345,old 9.png
174,6,7.6569,1.0000,1.5000,0.6667,1.0000,2.7640,old 9.png
175,13,12.4853,1.0000,1.7350,0.5764,0.9286,4.0684,old 9.png
176,8,10.4853,0.9144,1.9386,0.5158,0.8421,3.1915,old 9.png
177,1016,151.0955,0.5592,1.8857,0.5303,0.8366,35.9668,old 9.png
178,11,11.0711,1.0000,1.3721,0.7288,0.9565,3.7424,old 9.png
179,5,7.6569,1.0000,1.5530,0.6439,0.9091,2.5231,old 9.png
180,1984,190.4508,0.6874,1.5197,0.6580,0.8998,50.2604,old 9.png
181,68,29.7990,0.9623,1.2711,0.7867,0.9067,9.3049,old 9.png
182,29,19.3137,0.9770,1.4959,0.6685,0.9206,6.0765,old 9.png
183,7297,594.9260,0.2591,1.4037,0.7124,0.6691,96.3889,old 9.png
184,177,50.8701,0.8595,1.7222,0.5807,0.9390,15.0121,old 9.png
185,42,24.7279,0.8631,1.9372,0.5162,0.9231,7.3127,old 9.png
186,121,49.4558,0.6217,2.9392,0.3402,0.8768,12.4122,old 9.png
187,94,39.2132,0.7682,1.9229,0.5201,0.8910,10.9400,old 9.png
188,539,156.2670,0.2774,1.3944,0.7172,0.6087,26.1969,old 9.png
189,24,18.7279,0.8599,1.2342,0.8102,0.8421,5.5279,old 9.png
190,92,36.8701,0.8505,1.4761,0.6775,0.8889,10.8230,old 9.png
191,41,23.3137,0.9479,1.4147,0.7068,0.9318,7.2252,old 9.png
192,177,50.2843,0.8797,1.4394,0.6947,0.9243,15.0121,old 9.png
193,8673,543.5290,0.3689,1.6586,0.6029,0.8125,105.0848,old 9.png
194,92,39.2132,0.7519,2.2808,0.4384,0.9154,10.8230,old 9.png
195,91,35.7990,0.8923,1.4841,0.6738,0.9146,10.7641,old 9.png
196,4,5.6569,1.0000,1.0000,1.0000,1.0000,2.2568,old 9.png
197,797,138.7107,0.5205,1.8432,0.5425,0.7742,31.8555,old 9.png
198,110,42.0416,0.7821,1.9907,0.5023,0.8943,11.8345,old 9.png
199,382,92.6690,0.5590,1.6952,0.5899,0.7967,22.0540,old 9.png
200,11,12.4853,0.8868,1.8923,0.5284,0.8800,3.7424,old 9.png
201,4,5.6569,1.0000,1.0000,1.0000,1.0000,2.2568,old 9.png
202,30,22.7279,0.7298,2.6118,0.3829,0.8571,6.1804,old 9.png
203,7,9.6569,0.9433,1.9357,0.5166,0.9333,2.9854,old 9.png
204,7,9.0711,1.0000,1.0688,0.9356,0.8750,2.9854,old 9.png
205,444,91.9828,0.6594,1.9438,0.5145,0.8638,23.7764,old 9.png
206,31,37.3137,0.2798,6.5113,0.1536,0.7209,6.2825,old 9.png
207,782,162.8528,0.3705,2.1523,0.4646,0.7109,31.5543,old 9.png
208,6,9.6569,0.8085,1.8091,0.5528,0.8571,2.7640,old 9.png
209,513,129.0538,0.3871,2.3304,0.4291,0.7008,25.5572,old 9.png
210,1063,192.8944,0.3590,1.2261,0.8156,0.7035,36.7893,old 9.png
211,323,87.1543,0.5344,1.7585,0.5687,0.7564,20.2795,old 9.png
212,2,4.8284,1.0000,2.0000,0.5000,1.0000,1.5958,old 9.png
213,770,150.9949,0.4244,2.8953,0.3454,0.8110,31.3113,old 9.png
214,203,75.0122,0.4534,2.3773,0.4207,0.7000,16.0769,old 9.png
215,901,192.1665,0.3066,1.9277,0.5188,0.6401,33.8702,old 9.png
216,50,29.5563,0.7192,2.2186,0.4507,0.8772,7.9788,old 9.png
217,212,55.6985,0.8587,1.3699,0.7300,0.9217,16.4294,old 9.png
218,128,42.0416,0.9100,1.2767,0.7833,0.9242,12.7662,old 9.png
219,501,97.1543,0.6670,2.2171,0.4510,0.8774,25.2565,old 9.png
220,17,15.3137,0.9110,1.7976,0.5563,0.8947,4.6524,old 9.png
221,47,25.5563,0.9043,1.3990,0.7148,0.8868,7.7358,old 9.png
222,15,13.0711,1.0000,1.1366,0.8798,0.9677,4.3702,old 9.png
223,7,11.6569,0.6474,2.7312,0.3661,0.8235,2.9854,old 9.png
224,844,114.6102,0.8074,1.3508,0.7403,0.9285,32.7813,old 9.png
225,30,21.8995,0.7861,2.1825,0.4582,0.9231,6.1804,old 9.png
226,1428,188.1665,0.5068,2.1679,0.4613,0.8546,42.6402,old 9.png
227,27,18.7279,0.9674,1.4751,0.6779,0.8852,5.8632,old 9.png
228,191,51.6985,0.8980,1.5450,0.6472,0.9455,15.5945,old 9.png
229,23,17.5563,0.9377,1.2500,0.8000,0.8214,5.4115,old 9.png
230,828,135.5391,0.5664,1.4967,0.6682,0.7939,32.4691,old 9.png
231,6,9.6569,0.8085,2.0817,0.4804,0.8571,2.7640,old 9.png
232,527,112.9533,0.5191,2.8949,0.3454,0.8306,25.9036,old 9.png
233,604,138.8528,0.3937,3.8578,0.2592,0.7665,27.7315,old 9.png
234,9246,537.2275,0.4026,2.1621,0.4625,0.7996,108.5006,old 9.png
235,29,19.3137,0.9770,1.4956,0.6686,0.9206,6.0765,old 9.png
236,4331,437.4874,0.2844,2.7074,0.3694,0.7815,74.2590,old 9.png
237,403,75.3553,0.8918,1.2425,0.8049,0.9494,22.6521,old 9.png
238,37,22.1421,0.9484,1.5076,0.6633,0.9024,6.8637,old 9.png
239,7,8.4853,1.0000,1.0688,0.9356,0.8750,2.9854,old 9.png
240,19,17.8995,0.7452,2.4560,0.4072,0.8837,4.9185,old 9.png
241,10,11.3137,0.9817,1.5867,0.6302,0.8000,3.5682,old 9.png
242,71,40.1421,0.5537,3.4274,0.2918,0.9161,9.5079,old 9.png
243,2160,254.7939,0.4181,1.7328,0.5771,0.7833,52.4423,old 9.png
244,3,5.6569,1.0000,1.4639,0.6831,0.8571,1.9544,old 9.png
245,189,52.8701,0.8497,1.6039,0.6235,0.9287,15.5126,old 9.png
246,2878,301.2203,0.3986,1.8275,0.5472,0.8054,60.5342,old 9.png
247,17,15.3137,0.9110,1.6087,0.6216,0.8293,4.6524,old 9.png
248,7,9.0711,1.0000,1.0688,0.9356,0.8750,2.9854,old 9.png
249,95,43.2132,0.6393,2.4763,0.4038,0.8559,10.9981,old 9.png
250,330,101.8823,0.3995,2.9664,0.3371,0.7104,20.4980,old 9.png
251,4927,540.1981,0.2122,3.0257,0.3305,0.6022,79.2039,old 9.png
252,1,2.8284,1.0000,1.0000,1.0000,1.0000,1.1284,old 9.png
253,168,48.0416,0.9147,1.2507,0.7995,0.9359,14.6255,old 9.png
254,8,10.4853,0.9144,1.1952,0.8367,0.8000,3.1915,old 9.png
255,88,34.8701,0.9095,1.1289,0.8858,0.8800,10.5851,old 9.png
256,4001,393.6884,0.3244,2.4859,0.4023,0.7439,71.3739,old 9.png
257,6,9.6569,0.8085,2.0817,0.4804,0.8571,2.7640,old 9.png
258,2,4.8284,1.0000,2.0000,0.5000,1.0000,1.5958,old 9.png
259,17,14.7279,0.9849,1.2093,0.8269,0.8293,4.6524,old 9.png
260,10,12.4853,0.8061,1.5766,0.6343,0.8000,3.5682,old 9.png
261,413,100.4680,0.5142,2.4952,0.4008,0.7988,22.9314,old 9.png
262,3258,310.9777,0.4234,1.6504,0.6059,0.8046,64.4066,old 9.png
263,4,5.6569,1.0000,1.0000,1.0000,1.0000,2.2568,old 9.png
264,5,7.6569,1.0000,1.5530,0.6439,0.9091,2.5231,old 9.png
265,79,35.2132,0.8006,1.7816,0.5613,0.8778,10.0293,old 9.png
266,6,7.6569,1.0000,1.5000,0.6667,1.0000,2.7640,old 9.png
267,7,9.6569,0.9433,1.9357,0.5166,0.9333,2.9854,old 9.png
268,141,67.0122,0.3946,1.7766,0.5629,0.7344,13.3988,old 9.png
269,154,46.2843,0.9034,1.4386,0.6951,0.9277,14.0028,old 9.png
270,179,56.5269,0.7040,1.9913,0.5022,0.9018,15.0967,old 9.png
271,327,68.1838,0.8839,1.2204,0.8194,0.9343,20.4046,old 9.png
272,64,32.1421,0.7785,2.2515,0.4441,0.9275,9.0270,old 9.png
273,1439,290.6173,0.2141,6.8064,0.1469,0.5971,42.8041,old 9.png
274,17,14.4853,1.0000,1.1918,0.8391,0.9189,4.6524,old 9.png
275,20,15.8995,0.9942,1.4034,0.7125,0.9091,5.0463,old 9.png
276,36,23.5563,0.8153,1.6622,0.6016,0.8571,6.7703,old 9.png
277,831,118.1249,0.7484,1.2792,0.7817,0.8994,32.5279,old 9.png
278,8462,792.3646,0.1694,3.1097,0.3216,0.7097,103.7986,old 9.png
279,8,9.0711,1.0000,1.2286,0.8139,0.9412,3.1915,old 9.png
280,1,2.8284,1.0000,1.0000,1.0000,1.0000,1.1284,old 9.png
281,39,23.5563,0.8832,1.6168,0.6185,0.8864,7.0467,old 9.png
282,19,17.3137,0.7965,1.6481,0.6068,0.8444,4.9185,old 9.png
283,12,11.3137,1.0000,1.0000,1.0000,0.8571,3.9088,old 9.png
284,2919,279.4214,0.4698,2.3994,0.4168,0.8366,60.9638,old 9.png
285,4,5.6569,1.0000,1.0000,1.0000,1.0000,2.2568,old 9.png
286,170,55.1127,0.7033,1.4155,0.7065,0.8458,14.7123,old 9.png
287,35,20.7279,1.0000,1.1436,0.8745,0.9333,6.6756,old 9.png
288,49,32.2843,0.5908,3.2511,0.3076,0.7656,7.8987,old 9.png
289,6878,518.3158,0.3217,1.4953,0.6687,0.7893,93.5807,old 9.png
290,445,89.4975,0.6981,1.3447,0.7437,0.8558,23.8032,old 9.png
291,25,18.7279,0.8957,1.4406,0.6942,0.8772,5.6419,old 9.png
292,47,24.9706,0.9472,1.4424,0.6933,0.8952,7.7358,old 9.png
293,1334,186.5097,0.4819,1.1968,0.8356,0.8829,41.2129,old 9.png
294,108,39.6985,0.8612,1.4069,0.7108,0.9038,11.7265,old 9.png
295,2159,308.3919,0.2853,3.2110,0.3114,0.7035,52.4302,old 9.png
296,11418,547.7300,0.4783,2.9686,0.3369,0.8589,120.5730,old 9.png
297,7959,647.3940,0.2386,2.7383,0.3652,0.5704,100.6663,old 9.png
298,6733,501.1026,0.3369,1.8882,0.5296,0.7578,92.5890,old 9.png
299,40,30.9706,0.5240,3.4045,0.2937,0.7273,7.1365,old 9.png
300,2,4.8284,1.0000,2.0000,0.5000,1.0000,1.5958,old 9.png
301,214,66.1838,0.6139,2.5481,0.3925,0.8577,16.5068,old 9.png
302,1014,172.4680,0.4284,3.3088,0.3022,0.8308,35.9314,old 9.png
303,58,31.2132,0.7481,2.1935,0.4559,0.8657,8.5935,old 9.png
304,25,21.3137,0.6916,2.5826,0.3872,0.8772,5.6419,old 9.png
305,765,103.6396,0.8950,1.2710,0.7868,0.9580,31.2094,old 9.png
306,1962,327.7645,0.2295,5.0476,0.1981,0.5831,49.9810,old 9.png
307,606,99.7401,0.7655,1.4969,0.6680,0.8964,27.7774,old 9.png
308,270,62.4264,0.8706,1.6304,0.6133,0.9310,18.5412,old 9.png
309,73,31.2132,0.9416,1.2863,0.7774,0.8957,9.6409,old 9.png
310,14,14.4853,0.8385,2.0300,0.4926,0.9032,4.2220,old 9.png
311,5,9.6569,0.6738,2.6100,0.3831,0.7692,2.5231,old 9.png
312,50,28.1421,0.7934,1.9378,0.5161,0.8850,7.9788,old 9.png
313,15,14.1421,0.9425,1.1910,0.8396,0.8108,4.3702,old 9.png
314,4533,333.7645,0.5113,1.1708,0.8541,0.8471,75.9710,old 9.png
315,171,71.2548,0.4232,2.9045,0.3443,0.7261,14.7555,old 9.png
316,516,98.6690,0.6660,2.0287,0.4929,0.8997,25.6318,old 9.png
317,111,47.4558,0.6194,2.0960,0.4771,0.8605,11.8882,old 9.png
318,39,22.9706,0.9288,1.7274,0.5789,0.8966,7.0467,old 9.png
319,13437,750.6488,0.2997,1.4858,0.6730,0.7835,130.7995,old 9.png
320,43481,1865.4226,0.1570,2.4405,0.4097,0.6919,235.2907,old 9.png
321,821,204.3503,0.2471,6.5429,0.1528,0.5982,32.3316,old 9.png
322,1166,235.2792,0.2647,2.8854,0.3466,0.6271,38.5305,old 9.png
323,33,23.8995,0.7260,2.6699,0.3745,0.9167,6.4820,old 9.png
324,3486,343.1198,0.3721,1.0567,0.9463,0.7617,66.6222,old 9.png
325,244,58.5269,0.8951,1.1554,0.8655,0.9278,17.6258,old 9.png
326,2,4.8284,1.0000,2.0000,0.5000,1.0000,1.5958,old 9.png
327,7,8.4853,1.0000,1.5964,0.6264,0.8750,2.9854,old 9.png
328,95,41.4558,0.6946,2.2754,0.4395,0.8597,10.9981,old 9.png
329,4,7.6569,0.8574,1.4676,0.6814,0.8000,2.2568,old 9.png
330,152,55.2132,0.6266,2.8632,0.3493,0.9212,13.9116,old 9.png
331,84920,1714.5353,0.3630,1.6424,0.6089,0.8231,328.8214,old 9.png
332,231,74.8701,0.5179,3.4784,0.2875,0.9006,17.1499,old 9.png
333,21,16.7279,0.9431,1.8894,0.5293,0.8936,5.1709,old 9.png
334,139,49.3553,0.7171,1.3508,0.7403,0.8249,13.3034,old 9.png
335,34,21.5563,0.9195,1.3058,0.7658,0.8608,6.5795,old 9.png
336,27,18.7279,0.9674,1.6316,0.6129,0.9000,5.8632,old 9.png
337,34,30.1421,0.4703,3.9377,0.2540,0.7907,6.5795,old 9.png
338,2351,202.4508,0.7208,1.3649,0.7327,0.9162,54.7118,old 9.png
339,33,20.9706,0.9430,1.7708,0.5647,0.8571,6.4820,old 9.png
340,93,41.2132,0.6881,2.3001,0.4348,0.8194,10.8817,old 9.png
341,95,41.4558,0.6946,1.7363,0.5759,0.8120,10.9981,old 9.png
342,404,80.6690,0.7801,1.6675,0.5997,0.9213,22.6801,old 9.png
343,84,37.7990,0.7388,2.3780,0.4205,0.8984,10.3418,old 9.png
344,17,15.3137,0.9110,1.5375,0.6504,0.8718,4.6524,old 9.png
345,131,42.0416,0.9314,1.3612,0.7347,0.9324,12.9149,old 9.png
346,55,30.8701,0.7253,1.9234,0.5199,0.8088,8.3683,old 9.png
347,60,28.1421,0.9520,1.4807,0.6753,0.9375,8.7404,old 9.png
348,69,29.5563,0.9926,1.3017,0.7683,0.9452,9.3730,old 9.png
349,48,27.7990,0.7805,2.1601,0.4629,0.8649,7.8176,old 9.png
350,1199,154.8528,0.6283,2.1757,0.4596,0.9320,39.0719,old 9.png
351,10,13.3137,0.7089,2.8578,0.3499,0.7407,3.5682,old 9.png
352,153,47.3553,0.8574,1.4594,0.6852,0.9053,13.9573,old 9.png
353,7,9.0711,1.0000,1.0688,0.9356,0.8750,2.9854,old 9.png
354,6001,596.5828,0.2119,2.0554,0.4865,0.6312,87.4112,old 9.png
355,289,65.0122,0.8592,1.1840,0.8446,0.9233,19.1824,old 9.png
356,52,26.7279,0.9147,1.4400,0.6944,0.9286,8.1369,old 9.png
357,75,38.8701,0.6238,2.8365,0.3525,0.8065,9.7721,old 9.png
358,93,35.7990,0.9119,1.1518,0.8682,0.9163,10.8817,old 9.png
359,24,18.1421,0.9163,1.4250,0.7017,0.8276,5.5279,old 9.png
360,2,4.8284,1.0000,2.0000,0.5000,1.0000,1.5958,old 9.png
361,64,29.7990,0.9057,1.6632,0.6012,0.9014,9.0270,old 9.png
362,3492,401.9899,0.2716,3.8588,0.2591,0.6193,66.6795,old 9.png
